questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
Can you tell: Which African country does Riyad Mahrez represent?,Algeria,Nigeria,Egypt,A,medium,Ṣé o lè sọ fún mi: Orílẹ̀-èdè Áfíríkà wo ni Riyad Mahrez dúró fún?,Algeria,Nigeria,Egypt,Za ku iya sani: Wace ƙasa ce Riyad Mahrez ke wakilta a Afirka?,Algeria,Nigeria,Egypt,Ị nwere ike ịmata: Olee mba Afrịka Riyad Mahrez na-anọchite anya ya?,Algeria,Nigeria,Egypt
Can you tell: What is Manchester City's nickname?,The Citizens,The Gunners,The Blues,A,medium,Ṣé o lè sọ: Kí ni orúkọ àpèlé Manchester City?,The Citizens,The Gunners,The Blues,Za ku iya sani: Menene sunan barkwanci na Manchester City?,The Citizens,The Gunners,The Blues,Ị nwere ike ịmata: Gịnị bụ aha otutu Manchester City?,The Citizens,The Gunners,The Blues
"In football, what is brighton's nickname?",The Seagulls,The Gunners,The Blues,A,medium,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, kí ni orúkọ àpèlé Brighton ?",The Seagulls,The Gunners,The Blues,"A ƙwallon ƙafa, menene sunan barkwanci na Brighton?",The Seagulls,The Gunners,The Blues,"N'egwuregwu bọọlụ, kedu aha a na-akpọ Brighton?",The Seagulls,The Gunners,The Blues
Football trivia: Which African country does Mohamed Salah represent?,Egypt,Nigeria,Senegal,A,medium,Àròjinlẹ̀ nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Orílẹ̀-èdè Áfíríkà wo ni Mohamed Salah ń ṣojú fún?,Egypt,Nigeria,Senegal,Takaitattun Labarai Kan Kwallon Kafa: Wace ƙasa ce ta Afirka Mohamed Salah ke wakilta?,Egypt,Nigeria,Senegal,Akụkọ gbasara bọọlụ: Kedụ mba Afrịka ka Mohamed Salah na-anọchite anya?,Egypt,Nigeria,Senegal
Can you tell: What is the home stadium of Atletico Madrid?,Wanda Metropolitano,Santiago Bernabeu,Camp Nou,A,medium,Ṣé o lè sọ fún mi: Kí ni pápá ìṣeré Atletico Madrid?,Wanda Metropolitano,Santiago Bernabeu,Camp Nou,Za ku iya sani: Menene filin wasan Atletico Madrid?,Wanda Metropolitano,Santiago Bernabeu,Camp Nou,Ị nwere ike ịmata: Kedu ebe egwuregwu Atletico Madrid dị?,Wanda Metropolitano,Santiago Bernabeu,Camp Nou
Can you tell: What nationality is manager Diego Simeone?,Argentina,Spain,Germany,A,medium,Ṣé o lè sọ: Orílẹ̀-èdè wo ni olùdarí Diego Simeone?,Argentina,Spain,Germany,Za ku iya sani: Wane ƙasa ne kocin Diego Simeone?,Argentina,Spain,Germany,Ị nwere ike ịmata: Kedụ mba onye njikwa bụ Diego Simeone?,Argentina,Spain,Germany
Can you tell: Who won the 1982 FIFA World Cup?,Italy,Brazil,Germany,A,medium,Ṣé o lè sọ fún mi: Ta ló gba ife àgbáyé FIFA ti ọdún 1982?,Italy,Brazil,Germany,Za ku iya faɗi: Wanene ya lashe Kofin Duniya na FIFA na 1982?,Italy,Brazil,Germany,Ị nwere ike ịmata: Ònye meriri iko mba ụwa nke FIFA nke afọ 1982?,Italy,Brazil,Germany
Can you tell: What is the home stadium of Real Sociedad?,Anoeta,Santiago Bernabeu,Camp Nou,A,medium,Ṣé o lè sọ fún mi: Kí ni pápá ìṣeré ilé Real Sociedad?,Anoeta,Santiago Bernabeu,Camp Nou,Za ku iya sani: Menene filin wasan gida na Real Sociedad?,Anoeta,Santiago Bernabeu,Camp Nou,Ị nwere ike ịmata: Kedu ebe egwuregwu Real Sociedad dị?,Anoeta,Santiago Bernabeu,Camp Nou
"In football, who won the 2017 uefa champions league?",Real Madrid,Barcelona,Bayern Munich,A,medium,"Nínú bọ́ọ̀lù, ta ló gba ìdíje UEFA Champions League ti ọdún 2017?",Real Madrid,Barcelona,Bayern Munich,"fagen kwallon kafa, wa ya lashe gasar zakarun UEFA ta 2017?",Real Madrid,Barcelona,Bayern Munich,"N'egwuregwu bọọlụ, ònye meriri asọmpi UEFA Champions League nke afọ 2017?",Real Madrid,Barcelona,Bayern Munich
Football trivia: Which African country does Kalidou Koulibaly represent?,Senegal,Nigeria,Egypt,A,medium,Àròjinlẹ̀ nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Orílẹ̀-èdè Áfíríkà wo ni Kalidou Koulibaly dúró fún?,Senegal,Nigeria,Egypt,Takaitattun Labarai Kan Kwallon Kafa: Wace ƙasa ce Kalidou Koulibaly ke wakilta?,Senegal,Nigeria,Egypt,Akụkọ gbasara bọọlụ: Kedụ mba Afrịka Kalidou Koulibaly na-anọchite anya ya?,Senegal,Nigeria,Egypt
Can you tell: What position does Robert Lewandowski play?,Striker,Forward,Midfielder,A,easy,Ṣé o lè sọ pé: Ipò wo ni Robert Lewandowski ń gbé?,Striker,Forward,Midfielder,Za ku iya sani: Wane matsayi Robert Lewandowski ke taka leda?,Striker,Forward,Midfielder,Ị nwere ike ịmata: Kedụ ọnọdụ Robert Lewandowski na-arụ?,Striker,Forward,Midfielder
Can you tell: Which goalkeeper has the most clean sheets in Premier League history?,David Seaman,Petr Cech,Peter Schmeichel,B,easy,Ṣé o lè sọ: Agbábọ́ọ̀lù wo ló ní àwọn ṣẹ́ẹ̀tì tó mọ́ jùlọ nínú ìtàn Premier League?,David Seaman,Petr Cech,Peter Schmeichel,Za ku iya sani: Wane mai tsaron gida ne ya fi rashin zura kwallo a raga a tarihin gasar Premier?,David Seaman,Petr Cech,Peter Schmeichel,Ị nwere ike ịmata: Onye nche goolu nke nwere bọọlụ kachasị dị ọcha na akụkọ ihe mere eme nke Premier League?,David Seaman,Petr Cech,Peter Schmeichel
"In football, who won the 2012 uefa champions league?",Chelsea,Real Madrid,Barcelona,A,medium,"Nínú bọ́ọ̀lù, ta ló gba ìdíje UEFA Champions League ti ọdún 2012?",Chelsea,Real Madrid,Barcelona,"A fagen ƙwallon ƙafa, wa ya lashe gasar zakarun UEFA ta 2012?",Chelsea,Real Madrid,Barcelona,"N'egwuregwu bọọlụ, ònye meriri asọmpi UEFA Champions League nke afọ 2012?",Chelsea,Real Madrid,Barcelona
Can you tell: What nationality is manager Pep Guardiola?,Spain,Germany,Italy,A,medium,Ṣé o lè sọ: Orílẹ̀-èdè wo ni olùdarí Pep Guardiola?,Spain,Germany,Italy,Za ku iya sani: Wace ƙasa ce kocin Pep Guardiola?,Spain,Germany,Italy,Ị nwere ike ịmata: Kedụ mba onye njikwa bụ Pep Guardiola?,Spain,Germany,Italy
Can you tell: Which country does Sadio Mane represent?,Senegal,Argentina,Brazil,A,easy,Ṣé o lè sọ fún mi: Orílẹ̀-èdè wo ni Sadio Mane dúró fún?,Senegal,Argentina,Brazil,Za ku iya sani: Wace ƙasa Sadio Mane yake wakilta?,Senegal,Argentina,Brazil,Ị nwere ike ịmata: Kedụ mba Sadio Mane na-anọchite anya ya?,Senegal,Argentina,Brazil
"In football, who won the 1962 fifa world cup?",Brazil,Germany,Italy,A,hard,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, ta ló gba ife àgbáyé FIFA ti ọdún 1962?",Brazil,Germany,Italy,"A ƙwallon ƙafa, wa ya lashe kofin duniya na FIFA a shekarar 1962?",Brazil,Germany,Italy,"N'egwuregwu bọọlụ, ònye meriri iko ụwa nke FIFA nke afọ 1962?",Brazil,Germany,Italy
Football trivia: What position does Cristiano Ronaldo play?,Forward,Midfielder,Defender,A,easy,Àròjinlẹ̀ nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Ipò wo ni Cristiano Ronaldo ń kópa?,Forward,Midfielder,Defender,Takaitattun Labarai Kan Kwallon Kafa: Wane matsayi Cristiano Ronaldo ke taka leda?,Forward,Midfielder,Defender,Akụkọ gbasara bọọlụ: Kedụ ọnọdụ Cristiano Ronaldo na-egwu?,Forward,Midfielder,Defender
"In football, what position does harry kane play?",Striker,Forward,Midfielder,A,easy,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, ipò wo ni harry kane ń gbá?",Striker,Forward,Midfielder,"A wasan ƙwallon ƙafa, wane matsayi ne harry kane ke taka leda?",Striker,Forward,Midfielder,"N'egwuregwu bọọlụ, kedu ọkwa harry kane na-egwu?",Striker,Forward,Midfielder
Can you tell: Who won the 2006 FIFA World Cup?,Italy,Brazil,Germany,A,medium,Ṣé o lè sọ fún mi: Ta ló gba ife àgbáyé FIFA ti ọdún 2006?,Italy,Brazil,Germany,Za ku iya faɗi: Wanene ya lashe Kofin Duniya na FIFA na 2006?,Italy,Brazil,Germany,Ị nwere ike ịmata: Ònye meriri iko mba ụwa FIFA nke afọ 2006?,Italy,Brazil,Germany
Can you tell: Who won the 2015 UEFA Champions League?,Barcelona,Real Madrid,Bayern Munich,A,medium,Ṣé o lè sọ fún mi: Ta ló gba UEFA Champions League ti ọdún 2015?,Barcelona,Real Madrid,Bayern Munich,Za ku iya faɗi: Wanene ya lashe gasar zakarun Turai ta 2015?,Barcelona,Real Madrid,Bayern Munich,Ị nwere ike ịmata: Ònye meriri UEFA Champions League nke afọ 2015?,Barcelona,Real Madrid,Bayern Munich
Can you tell: Who won the 1998 FIFA World Cup?,France,Brazil,Germany,A,medium,Ṣé o lè sọ fún mi: Ta ló gba ife àgbáyé FIFA ti ọdún 1998?,France,Brazil,Germany,Za ku iya faɗi: Wanene ya lashe Kofin Duniya na FIFA na 1998?,France,Brazil,Germany,Ị nwere ike ịmata: Ònye meriri iko mba ụwa FIFA nke afọ 1998?,France,Brazil,Germany
"In football, who won the 2013 africa cup of nations?",Nigeria,Egypt,Senegal,A,medium,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, ta ló gba ife ẹ̀yẹ àwọn orílẹ̀-èdè ní ọdún 2013 ti Africa Cup?",Nigeria,Egypt,Senegal,"A fagen kwallon kafa, wa ya lashe gasar cin kofin kasashen Afirka ta 2013?",Nigeria,Egypt,Senegal,"N'egwuregwu bọọlụ, ònye meriri iko mba Afrịka nke afọ 2013?",Nigeria,Egypt,Senegal
Can you tell: How many Ballon d'Or awards has Lionel Messi won?,6,7,8,C,easy,Ṣé o lè sọ: Iye àmì-ẹ̀yẹ Ballon d'Or mélòó ni Lionel Messi ti gba?,6,7,8,Za ku iya sani: Lambar yabo ta Ballon d'Or nawa Lionel Messi ya lashe?,6,7,8,Ị nwere ike ịmata: Ego ole ka Lionel Messi meriri na Ballon d'Or?,6,7,8
Football trivia: Who scored the fastest goal in World Cup history?,Vaclav Masek,Hakan Sukur,Ernst Lehner,B,hard,Àwọn ọ̀rọ̀ pàtàkì nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Ta ló gba bọ́ọ̀lù tó yára jùlọ nínú ìtàn ìdíje àgbáyé?,Vaclav Masek,Hakan Sukur,Ernst Lehner,Takaitattun Labarai Kan Kwallon Kafa: Wa ya zura kwallo mafi sauri a tarihin Gasar Cin Kofin Duniya?,Vaclav Masek,Hakan Sukur,Ernst Lehner,Akụkọ gbasara bọọlụ: Ònye nyere goolu kachasị ọsọ n'akụkọ ihe mere eme nke iko mba ụwa?,Vaclav Masek,Hakan Sukur,Ernst Lehner
Can you tell: How much did Manchester City pay for Jack Grealish?,80 million pounds,100 million pounds,90 million pounds,B,hard,Ṣé o lè sọ: Èló ni Manchester City san fún Jack Grealish?,80 million pounds,100 million pounds,90 million pounds,Za ku iya sani: Nawa ne kudin da Manchester City ta biya don sayen Jack Grealish?,80 million pounds,100 million pounds,90 million pounds,Ị nwere ike ịmata: Ego ole ka Manchester City kwụrụ maka Jack Grealish?,80 million pounds,100 million pounds,90 million pounds
"In football, what position does kevin de bruyne play?",Midfielder,Forward,Defender,A,easy,"Nínú bọ́ọ̀lù, ipò wo ni Kevin de Bruyne ń gbá?",Midfielder,Forward,Defender,"A ƙwallon ƙafa, wane matsayi Kevin de Bruyne ke taka leda?",Midfielder,Forward,Defender,"N'egwuregwu bọọlụ, kedu ọkwa Kevin de Bruyne na-egwu?",Midfielder,Forward,Defender
Can you tell: Who won the 2010 Africa Cup of Nations?,Egypt,Nigeria,Senegal,A,medium,Ṣé o lè sọ fún mi: Ta ló gba ife ẹ̀yẹ Áfíríkà ti ọdún 2010?,Egypt,Nigeria,Senegal,Za ku iya faɗi: Wanene ya lashe gasar cin kofin ƙasashen Afirka ta 2010?,Egypt,Nigeria,Senegal,Ị nwere ike ịmata: Ònye meriri iko mba Afrịka nke afọ 2010?,Egypt,Nigeria,Senegal
Football trivia: What is the home stadium of Everton?,Goodison Park,Emirates Stadium,Stamford Bridge,A,medium,Àròjinlẹ̀ nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Kí ni pápá ìṣeré Everton?,Goodison Park,Emirates Stadium,Stamford Bridge,Takaitattun Labarai Kan Wasan Kwallon Kafa: Menene filin wasan Everton na gida?,Goodison Park,Emirates Stadium,Stamford Bridge,Akụkọ gbasara bọọlụ: Gịnị bụ ámá egwuregwu Everton?,Goodison Park,Emirates Stadium,Stamford Bridge
Can you tell: Who is Nigeria's most expensive player transfer ever?,Victor Osimhen,Alex Iwobi,Kelechi Iheanacho,A,medium,Ṣé o lè sọ: Ta ni gbigbe awọn oṣere ti o gbowolori julọ ni Nigeria lailai?,Victor Osimhen,Alex Iwobi,Kelechi Iheanacho,Za ku iya sani: Wanene ɗan wasa mafi tsada a Najeriya da aka taɓa siyansa?,Victor Osimhen,Alex Iwobi,Kelechi Iheanacho,Ị nwere ike ịmata: Ònye bụ onye mbufe egwuregwu kacha dị oke ọnụ na Naịjirịa?,Victor Osimhen,Alex Iwobi,Kelechi Iheanacho
"In football, which african country does riyad mahrez represent?",Algeria,Nigeria,Egypt,A,medium,"Nínú bọ́ọ̀lù agbábọ́ọ̀lù, orílẹ̀-èdè Áfíríkà wo ni Riyad Mahrez dúró fún?",Algeria,Nigeria,Egypt,"A fagen kwallon kafa, wace ƙasa ce Riyad Mahrez ke wakilta?",Algeria,Nigeria,Egypt,"N'egwuregwu bọọlụ, mba Afrịka ka Riad Mahrez na-anọchite anya?",Algeria,Nigeria,Egypt
Can you tell: What was Cristiano Ronaldo's transfer fee from Man United to Real Madrid?,70 million pounds,80 million pounds,90 million pounds,B,hard,Ṣé o lè mọ̀: Kí ni owó tí Cristiano Ronaldo gbà láti Man United sí Real Madrid?,70 million pounds,80 million pounds,90 million pounds,Za ku iya sani: Nawa ne kudin canja wurin Cristiano Ronaldo daga Man United zuwa Real Madrid?,70 million pounds,80 million pounds,90 million pounds,Ị nwere ike ịmata: Ego ole ka Cristiano Ronaldo ji si Man United gaa Real Madrid?,70 million pounds,80 million pounds,90 million pounds
"In football, which country does bukayo saka represent?",England,Argentina,Brazil,A,easy,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, orílẹ̀-èdè wo ni bukayo saka dúró fún?",England,Argentina,Brazil,"A ƙwallon ƙafa, wace ƙasa ce Bukayo Saka ke wakilta?",England,Argentina,Brazil,"N'egwuregwu bọọlụ, kedu mba Bukayo Saka na-anọchite anya ya?",England,Argentina,Brazil
Can you tell: What number does Kylian Mbappe wear?,7,10,9,A,easy,Ṣé o lè sọ: Nọ́mbà wo ni Kylian Mbappe máa ń wọ̀?,7,10,9,Za ku iya sani: Wace lamba Kylian Mbappe ke sakawa?,7,10,9,Ị nwere ike ịmata: Kedu nọmba Kylian Mbappe na-eyi?,7,10,9
Can you tell: Who won the 1930 FIFA World Cup?,Uruguay,Brazil,Germany,A,hard,Ṣé o lè sọ fún mi: Ta ló gba ife àgbáyé FIFA ti ọdún 1930?,Uruguay,Brazil,Germany,Za ku iya faɗi: Wanene ya lashe Kofin Duniya na FIFA na 1930?,Uruguay,Brazil,Germany,Ị nwere ike ịmata: Ònye meriri iko mba ụwa nke FIFA nke afọ 1930?,Uruguay,Brazil,Germany
"In football, who is the all-time top scorer in world cup history?",Ronaldo,Miroslav Klose,Gerd Muller,B,hard,"Nínú bọ́ọ̀lù, ta ni ó gba àmì-ẹ̀yẹ tó ga jùlọ ní ìtàn ife-ẹ̀yẹ àgbáyé?",Ronaldo,Miroslav Klose,Gerd Muller,"A fagen ƙwallon ƙafa, wanene ɗan wasan da ya fi zura kwallaye a tarihin gasar cin kofin duniya?",Ronaldo,Miroslav Klose,Gerd Muller,"N'egwuregwu bọọlụ, onye bụ onye kacha enye goolu n'akụkọ ihe mere eme nke iko mba ụwa?",Ronaldo,Miroslav Klose,Gerd Muller
Can you tell: Which player holds the record for most goals in a single Premier League season?,Erling Haaland,Mohamed Salah,Alan Shearer,A,easy,Ṣé o lè mọ̀: Ẹnì wo ló ní àkọọ́lẹ̀ tó gba àmì tó pọ̀ jùlọ ní ìdíje Premier League kan ṣoṣo?,Erling Haaland,Mohamed Salah,Alan Shearer,Za ku iya sani: Wane ɗan wasa ne ke da tarihin yawan zura kwallaye a kakar wasa ɗaya ta Premier?,Erling Haaland,Mohamed Salah,Alan Shearer,Ị nwere ike ịmata: Onye ọkpụkpọ ọ bụla nwere ndekọ maka ọtụtụ goolu n'otu oge Premier League?,Erling Haaland,Mohamed Salah,Alan Shearer
Can you tell: Who won the 1990 FIFA World Cup?,Germany,Brazil,Italy,A,medium,Ṣé o lè sọ fún mi: Ta ló gba ife àgbáyé FIFA ti ọdún 1990?,Germany,Brazil,Italy,Za ku iya faɗi: Wanene ya lashe Kofin Duniya na FIFA na 1990?,Germany,Brazil,Italy,Ị nwere ike ịmata: Ònye meriri iko mba ụwa nke FIFA nke afọ 1990?,Germany,Brazil,Italy
"In football, in which german city is borussia dortmund based?",Dortmund,Munich,Leipzig,A,medium,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, ìlú Germany wo ni ó wà ní Borussia Dortmund ?",Dortmund,Munich,Leipzig,"A fagen ƙwallon ƙafa, a wace birni ce ƙasar Jamus take da hedikwatar ƙungiyar borussia dortmund?",Dortmund,Munich,Leipzig,"N'egwuregwu bọọlụ, kedu obodo German ka Borrussia Dortmund dị?",Dortmund,Munich,Leipzig
Football trivia: In which city is Lazio based?,Rome,Milan,Naples,A,medium,Àwọn ọ̀rọ̀ pàtàkì nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Ìlú wo ni Lazio wà?,Rome,Milan,Naples,Takaitattun Labarai Kan Kwallon Kafa: A wane birni ne Lazio take da zama?,Rome,Milan,Naples,Akụkọ gbasara bọọlụ: Olee obodo Lazio dị?,Rome,Milan,Naples
"In football, who won the 1938 fifa world cup?",Italy,Brazil,Germany,A,hard,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, ta ló gba ife àgbáyé FIFA ti ọdún 1938?",Italy,Brazil,Germany,"ƙwallon ƙafa, wa ya lashe kofin duniya na FIFA a shekarar 1938?",Italy,Brazil,Germany,"N'egwuregwu bọọlụ, ònye meriri iko ụwa nke FIFA nke afọ 1938?",Italy,Brazil,Germany
Football trivia: Which country has won the most World Cup penalty shootouts?,Germany,Argentina,Brazil,A,hard,Àròjinlẹ̀ nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Orílẹ̀-èdè wo ló ti gba ìbọn ìbọn tó pọ̀ jùlọ ní ìdíje àgbáyé?,Germany,Argentina,Brazil,Takaitaccen Bayani Game da Kwallon Kafa: Wace ƙasa ce ta fi cin bugun fenariti a Gasar Cin Kofin Duniya?,Germany,Argentina,Brazil,Akụkọ gbasara bọọlụ: Kedụ mba meriri ọtụtụ ntaramahụhụ n'asọmpi iko mba ụwa?,Germany,Argentina,Brazil
Can you tell: Which country has appeared in the most World Cup finals?,Brazil,Germany,Italy,B,hard,Ṣé o lè sọ: Orílẹ̀-èdè wo ló ti fara hàn ní àwọn ìdíje tó pọ̀ jùlọ ní ìdíje World Cup?,Brazil,Germany,Italy,Za ku iya faɗi: Wace ƙasa ce ta fito a mafi yawan wasannin ƙarshe na gasar cin kofin duniya?,Brazil,Germany,Italy,Ị nwere ike ịmata: Kedụ mba pụtara na asọmpi iko mba ụwa kachasị?,Brazil,Germany,Italy
Football trivia: Who coached Nigeria to their 2013 AFCON victory?,Gernot Rohr,Stephen Keshi,Samson Siasia,B,medium,Àròjinlẹ̀ nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Ta ló kọ́ Nàìjíríà sí ìṣẹ́gun AFCON wọn ní ọdún 2013?,Gernot Rohr,Stephen Keshi,Samson Siasia,Takaitattun Labarai Kan Kwallon Kafa: Wanene ya horar da Najeriya har ta kai ga nasarar da ta samu a AFCON a 2013?,Gernot Rohr,Stephen Keshi,Samson Siasia,Akụkọ gbasara bọọlụ: Ònye kuziri Naịjirịa ruo mmeri ha na AFCON nke afọ 2013?,Gernot Rohr,Stephen Keshi,Samson Siasia
"In football, which african country does thomas partey represent?",Ghana,Nigeria,Egypt,A,medium,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, orílẹ̀-èdè Áfíríkà wo ni Thomas Partey dúró fún?",Ghana,Nigeria,Egypt,"A ƙwallon ƙafa, wace ƙasa ce ta Afirka thomas partey ke wakilta?",Ghana,Nigeria,Egypt,"N'egwuregwu bọọlụ, mba Afrịka ka Thomas Partey na-anọchite anya?",Ghana,Nigeria,Egypt
"In football, what is the home stadium of real betis?",Benito Villamarin,Santiago Bernabeu,Camp Nou,A,medium,"Nínú bọ́ọ̀lù, kí ni pápá ìṣeré gidi ti Betis?",Benito Villamarin,Santiago Bernabeu,Camp Nou,"A ƙwallon ƙafa, menene filin wasan gida na real betis?",Benito Villamarin,Santiago Bernabeu,Camp Nou,"N'egwuregwu bọọlụ, kedu ebe egwuregwu betis dị?",Benito Villamarin,Santiago Bernabeu,Camp Nou
Can you tell: Who won the 2017 Africa Cup of Nations?,Cameroon,Nigeria,Egypt,A,medium,Ṣé o lè sọ fún mi: Ta ló gba ife ẹ̀yẹ Áfíríkà ti ọdún 2017?,Cameroon,Nigeria,Egypt,Za ku iya faɗi: Wanene ya lashe gasar cin kofin ƙasashen Afirka ta 2017?,Cameroon,Nigeria,Egypt,Ị nwere ike ịmata: Ònye meriri iko mba Afrịka nke afọ 2017?,Cameroon,Nigeria,Egypt
Football trivia: What is Manchester City's nickname?,The Citizens,The Gunners,The Blues,A,medium,Àròyé nípa bọ́ọ̀lù aláfẹsẹ̀gbá: Kí ni orúkọ àpèlé Manchester City?,The Citizens,The Gunners,The Blues,Takaitattun Labarai Kan Kwallon Kafa: Menene sunan barkwanci na Manchester City?,The Citizens,The Gunners,The Blues,Akụkọ gbasara bọọlụ: Gịnị bụ aha otutu Manchester City?,The Citizens,The Gunners,The Blues
"In football, which country does virgil van dijk represent?",Netherlands,Argentina,Brazil,A,easy,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, orílẹ̀-èdè wo ni virgil van dijk dúró fún?",Netherlands,Argentina,Brazil,"A ƙwallon ƙafa, wace ƙasa ce virgil van dijk ke wakilta?",Netherlands,Argentina,Brazil,"N'egwuregwu bọọlụ, kedu mba virgil van dijk na-anọchite anya?",Netherlands,Argentina,Brazil
"In football, who coached nigeria to their 2013 afcon victory?",Gernot Rohr,Stephen Keshi,Samson Siasia,B,medium,"Nínú bọ́ọ̀lù aláfẹ́sẹ̀gbá, ta ló kọ́ Nàìjíríà sí ìṣẹ́gun afcon wọn ní ọdún 2013?",Gernot Rohr,Stephen Keshi,Samson Siasia,"A fagen kwallon kafa, wa ya horar da Najeriya har ta kai ga nasarar cin kofin Afirka a shekarar 2013?",Gernot Rohr,Stephen Keshi,Samson Siasia,"N'egwuregwu bọọlụ, ònye kụziere Naịjirịa mmeri ha na AFCON n'afọ 2013?",Gernot Rohr,Stephen Keshi,Samson Siasia
