questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
Football trivia: How many goals did Just Fontaine score in the 1958 World Cup?,11,13,15,B,hard,Àròjinl?? nípa b????lù aláf?s??gbá: Àw?n góólù mélòó ni Just Fontaine gba ní ìdíje àgbáyé ?dún 1958?,11,13,15,Takaitattun Labarai Kan Kwallon Kafa: Kwallaye nawa Just Fontaine ya ci a Gasar Cin Kofin Duniya ta 1958?,11,13,15,Ak?k? gbasara b??l?: Gool? ole ka Just Fontaine nyere n'as?mpi iko mba ?wa nke af? 1958?,11,13,15
Football trivia: Who won the 1950 FIFA World Cup?,Uruguay,Brazil,Germany,A,hard,Àròjinl?? nípa b????lù aláf?s??gbá: Ta ló gba ife àgbáyé FIFA ti ?dún 1950?,Uruguay,Brazil,Germany,Takaitattun Labarai Kan Kwallon Kafa: Wanene ya lashe Kofin Duniya na FIFA na 1950?,Uruguay,Brazil,Germany,Ak?k? gbasara b??l?: Ònye meriri iko mba ?wa nke FIFA nke af? 1950?,Uruguay,Brazil,Germany
Football trivia: Who won the 2018 FIFA World Cup?,France,Brazil,Germany,A,medium,Àròjinl?? nípa b????lù aláf?s??gbá: Ta ló gba ife àgbáyé FIFA ti ?dún 2018?,France,Brazil,Germany,Takaitattun Labarai Kan Kwallon Kafa: Wa Ya Lashe Kofin Duniya Na FIFA Na 2018?,France,Brazil,Germany,Ak?k? gbasara b??l?: Ònye meriri iko mba ?wa nke FIFA nke af? 2018?,France,Brazil,Germany
Can you tell: What position does Rodri play?,Midfielder,Forward,Defender,A,easy,?é o lè s? fún mi: Ipò wo ni Rodri ? kó?,Midfielder,Forward,Defender,Za ku iya sani: Wane matsayi Rodri ke taka leda?,Midfielder,Forward,Defender,? nwere ike ?ch?p?ta: Ked? ?n?d? Rodri na-egwu?,Midfielder,Forward,Defender
"In football, who won the 1958 fifa world cup?",Brazil,Germany,Italy,A,hard,"Nínú b????lù aláf??s??gbá, ta ló gba ife àgbáyé FIFA ti ?dún 1958?",Brazil,Germany,Italy,"A ?wallon ?afa, wa ya lashe kofin duniya na FIFA a shekarar 1958?",Brazil,Germany,Italy,"N'egwuregwu b??l?, ònye meriri iko ?wa nke FIFA nke af? 1958?",Brazil,Germany,Italy
"In football, what is west ham's nickname?",The Hammers,The Gunners,The Blues,A,medium,"Nínú b????lù aláf??s??gbá, kí ni orúk? àpèlé West Ham?",The Hammers,The Gunners,The Blues,"A ?wallon ?afa, menene sunan barkwancin West Ham?",The Hammers,The Gunners,The Blues,"N'egwuregwu b??l?, kedu aha a na-akp? West Ham?",The Hammers,The Gunners,The Blues
"In football, which country does neymar represent?",Brazil,Argentina,France,A,easy,"Nínú b????lù aláf??s??gbá, oríl??-èdè wo ni neymar ? ?ojú fún?",Brazil,Argentina,France,"A fagen kwallon kafa, wace ?asa neymar ke wakilta?",Brazil,Argentina,France,"N'egwuregwu b??l?, kedu mba neymar na-an?chite anya?",Brazil,Argentina,France
Football trivia: What is the home stadium of Atletico Madrid?,Wanda Metropolitano,Santiago Bernabeu,Camp Nou,A,medium,Àròjinl?? nípa b????lù aláf?s??gbá: Kí ni pápá ì?eré Atletico Madrid?,Wanda Metropolitano,Santiago Bernabeu,Camp Nou,Takaitattun Labarai Kan Wasan Kwallon Kafa: Menene filin wasan Atletico Madrid na gida?,Wanda Metropolitano,Santiago Bernabeu,Camp Nou,Ak?k? gbasara b??l?: Kedu ebe egwuregwu Atletico Madrid d??,Wanda Metropolitano,Santiago Bernabeu,Camp Nou
"In football, what is the home stadium of crystal palace?",Selhurst Park,Emirates Stadium,Stamford Bridge,A,medium,"Nínú b????lù aláf??s??gbá, kí ni pápá ì?eré ilé ti crystal palace?",Selhurst Park,Emirates Stadium,Stamford Bridge,"A ?wallon ?afa, menene filin wasan crystal palace?",Selhurst Park,Emirates Stadium,Stamford Bridge,"N'egwuregwu b??l?, kedu ebe ama egwuregwu kristal palace d??",Selhurst Park,Emirates Stadium,Stamford Bridge
Football trivia: Which country has appeared in the most World Cup finals?,Brazil,Germany,Italy,B,hard,Àròjinl?? nípa b????lù aláf?s??gbá: Oríl??-èdè wo ló ti fara hàn jùl? nínú ìdíje ìdíje àgbáyé?,Brazil,Germany,Italy,Takaitattun Labarai Kan Kwallon Kafa: Wace ?asa ce ta fito a gasar cin kofin duniya mafi yawa?,Brazil,Germany,Italy,Ak?k? gbasara b??l?: Olee mba kacha p?ta na as?mpi iko mba ?wa?,Brazil,Germany,Italy
"In football, in which german city is eintracht frankfurt based?",Frankfurt,Munich,Dortmund,A,medium,"Nínú b????lù aláf??s??gbá, ìlú wo ní Germany ni Eintracht Frankfurt ti ? gbé?",Frankfurt,Munich,Dortmund,"A fannin ?wallon ?afa, a wace birni ce ?asar Jamus Eintracht Frankfurt ke da hedikwata?",Frankfurt,Munich,Dortmund,"N'egwuregwu b??l?, kedu obodo German ka Eintracht Frankfurt d??",Frankfurt,Munich,Dortmund
"In football, what is the home stadium of arsenal?",Emirates Stadium,Stamford Bridge,Anfield,A,medium,"Nínú b????lù, kí ni pápá ì?eré arsenal?",Emirates Stadium,Stamford Bridge,Anfield,"A ?wallon ?afa, menene filin wasan arsenal?",Emirates Stadium,Stamford Bridge,Anfield,"N'egwuregwu b??l?, kedu ebe egwuregwu arsenal d??",Emirates Stadium,Stamford Bridge,Anfield
Can you tell: Who won the 1962 FIFA World Cup?,Brazil,Germany,Italy,A,hard,?é o lè s? fún mi: Ta ló gba ife àgbáyé FIFA ti ?dún 1962?,Brazil,Germany,Italy,Za ku iya fa?i: Wanene ya lashe Kofin Duniya na FIFA na 1962?,Brazil,Germany,Italy,? nwere ike ?mata: Ònye meriri iko mba ?wa nke FIFA nke af? 1962?,Brazil,Germany,Italy
Football trivia: What is the home stadium of Brighton?,Amex Stadium,Emirates Stadium,Stamford Bridge,A,medium,Àròjinl?? nípa b????lù aláf?s??gbá: Kí ni pápá ì?eré ìlú Brighton?,Amex Stadium,Emirates Stadium,Stamford Bridge,Takaitattun Labarai Kan Wasan Kwallo: Menene filin wasan Brighton na gida?,Amex Stadium,Emirates Stadium,Stamford Bridge,Ak?k? gbasara b??l?: Kedu ebe egwuregwu Brighton d??,Amex Stadium,Emirates Stadium,Stamford Bridge
"In football, what nationality is manager unai emery?",Spain,Germany,Italy,A,medium,"Nínú b????lù aláf??s??gbá, oríl??-èdè wo ni olùdarí ?gb?? agbáb????lù, Unai Emery?",Spain,Germany,Italy,"A ?wallon ?afa, wace ?asa ce manaja Unai Emery?",Spain,Germany,Italy,"N'egwuregwu b??l?, kedu mba onye njikwa b? unai emery?",Spain,Germany,Italy
Football trivia: What position does Lionel Messi play?,Forward,Midfielder,Defender,A,easy,Àròjinl?? nípa b????lù aláf?s??gbá: Ipò wo ni Lionel Messi ? kó?,Forward,Midfielder,Defender,Takaitattun Labarai Kan Kwallon Kafa: Wane matsayi Lionel Messi ke taka leda?,Forward,Midfielder,Defender,Ak?k? gbasara b??l?: Ked? ?n?d? Lionel Messi na-egwu?,Forward,Midfielder,Defender
"In football, who won the 2023 africa cup of nations?",Ivory Coast,Nigeria,Egypt,A,medium,"Nínú b????lù aláf??s??gbá, ta ló gba ife ??y? àw?n oríl??-èdè ní Africa Cup of Nations ní ?dún 2023?",Ivory Coast,Nigeria,Egypt,"A fagen kwallon kafa, wa ya lashe gasar cin kofin kasashen Afirka ta 2023?",Ivory Coast,Nigeria,Egypt,"N'egwuregwu b??l?, ònye meriri iko mba Afr?ka nke af? 2023?",Ivory Coast,Nigeria,Egypt
Football trivia: In which city is Atalanta based?,Bergamo,Milan,Rome,A,medium,Àw?n ??r?? pàtàkì nípa b????lù aláf?s??gbá: Ìlú wo ni Atalanta wà?,Bergamo,Milan,Rome,Takaitattun Labarai Kan Kwallon Kafa: A wace birni Atalanta take da zama?,Bergamo,Milan,Rome,Ak?k? gbasara b??l?: Olee obodo Atalanta d??,Bergamo,Milan,Rome
Can you tell: What position does Lionel Messi play?,Forward,Midfielder,Defender,A,easy,?é o lè s? fún mi: Ipò wo ni Lionel Messi ? gbé?,Forward,Midfielder,Defender,Za ku iya sani: Wane matsayi Lionel Messi ke taka leda?,Forward,Midfielder,Defender,? nwere ike ?mata: Ked? ?n?d? Lionel Messi na-egwu?,Forward,Midfielder,Defender
Football trivia: Which country does Thibaut Courtois represent?,Belgium,Argentina,Brazil,A,easy,Àròjinl?? nípa b????lù aláf?s??gbá: Oríl??-èdè wo ni Thibaut Courtois ? ?ojú fún?,Belgium,Argentina,Brazil,Takaitattun Labarai Kan Kwallon Kafa: Wace ?asa Thibaut Courtois ke wakilta?,Belgium,Argentina,Brazil,Ak?k? gbasara b??l?: Olee mba Thibaut Courtois na-an?chite anya?,Belgium,Argentina,Brazil
Can you tell: How many goals did Miroslav Klose score in World Cup history?,14,16,18,B,hard,?é o lè s?: Àw?n góólù mélòó ni Miroslav Klose gba nínú ìtàn World Cup?,14,16,18,Za ku iya sani: Kwallaye nawa Miroslav Klose ya ci a tarihin gasar cin kofin duniya?,14,16,18,? nwere ike ?mata: Goolu ole ka Miroslav Klose nyere n'ak?k? ihe mere eme nke iko mba ?wa?,14,16,18
"In football, which nigerian club won back-to-back caf champions league titles in 2003 and 2004?",Enyimba,Kano Pillars,Rangers,A,medium,"Nínú b????lù agbáb????lù, ?gb?? wo ní Nàìjíríà ló gba àw?n àmì-??y? ìdíje àf?s??gbá ní ?dún 2003 àti 2004?",Enyimba,Kano Pillars,Rangers,"A fagen kwallon kafa, wace kungiya ce ta Najeriya ta lashe gasar zakarun zakarun Caf a jere a shekarun 2003 da 2004?",Enyimba,Kano Pillars,Rangers,"N'egwuregwu b??l?, kedu kl?b Na?jir?a meriri iko as?mpi iko nd? otu Caf n'af? 2003 na 2004?",Enyimba,Kano Pillars,Rangers
"In football, who won the 2013 uefa champions league?",Bayern Munich,Real Madrid,Barcelona,A,medium,"Nínú b????lù, ta ló gba ìdíje UEFA Champions League ti ?dún 2013?",Bayern Munich,Real Madrid,Barcelona,"A fagen ?wallon ?afa, wa ya lashe gasar zakarun UEFA ta 2013?",Bayern Munich,Real Madrid,Barcelona,"N'egwuregwu b??l?, ònye meriri as?mpi UEFA Champions League nke af? 2013?",Bayern Munich,Real Madrid,Barcelona
"In football, what is fulham's nickname?",The Cottagers,The Gunners,The Blues,A,medium,"Nínú b????lù, kí ni orúk? àpèlé fulham?",The Cottagers,The Gunners,The Blues,"A ?wallon ?afa, menene sunan barkwanci na fulham?",The Cottagers,The Gunners,The Blues,"N'egwuregwu b??l?, kedu aha fulham?",The Cottagers,The Gunners,The Blues
Football trivia: What was Cristiano Ronaldo's transfer fee from Man United to Real Madrid?,70 million pounds,80 million pounds,90 million pounds,B,hard,Àlàyé nípa b????lù aláf?s??gbá: Kí ni owó tí Cristiano Ronaldo gbà láti Man United sí Real Madrid?,70 million pounds,80 million pounds,90 million pounds,Takaitaccen Bayani Game da Kwallon Kafa: Nawa ne kudin canja wurin Cristiano Ronaldo daga Man United zuwa Real Madrid?,70 million pounds,80 million pounds,90 million pounds,Ak?k? gbasara b??l?: G?n? b? ego Cristiano Ronaldo si Man United gaa Real Madrid?,70 million pounds,80 million pounds,90 million pounds
Can you tell: What position does Bukayo Saka play?,Winger,Forward,Midfielder,A,easy,?é o lè s? fún mi: Ipò wo ni Bukayo Saka ? kópa?,Winger,Forward,Midfielder,Za ku iya fa?i: Wane matsayi Bukayo Saka ke taka leda?,Winger,Forward,Midfielder,? nwere ike ?ch?p?ta: Ked? ?n?d? Bukayo Saka na-egwu?,Winger,Forward,Midfielder
Can you tell: How many red cards result in a ban in the Premier League?,1 game minimum,2 games minimum,3 games minimum,A,easy,?é o lè m??: Àw?n káàdì pupa mélòó ló máa ? y?rí sí ìfòfindè ní Premier League?,1 game minimum,2 games minimum,3 games minimum,Za ku iya sani: Katin jan kati nawa ne ke haifar da dakatarwa a gasar Premier?,1 game minimum,2 games minimum,3 games minimum,? nwere ike ?mata: Kaad? uhie ole na-ebute mmachibido iwu na Premier League?,1 game minimum,2 games minimum,3 games minimum
Football trivia: Who won the 1954 FIFA World Cup?,Germany,Brazil,Italy,A,hard,Àròjinl?? nípa b????lù aláf?s??gbá: Ta ló gba ife àgbáyé FIFA ti ?dún 1954?,Germany,Brazil,Italy,Takaitattun Labarai Kan Kwallon Kafa: Wa ya lashe Kofin Duniya na FIFA na 1954?,Germany,Brazil,Italy,Ak?k? gbasara b??l?: Ònye meriri iko mba ?wa nke FIFA nke af? 1954?,Germany,Brazil,Italy
Can you tell: Which country does Alisson represent?,Brazil,Argentina,France,A,easy,?é o lè s? fún mi: Oríl??-èdè wo ni Alisson dúró fún?,Brazil,Argentina,France,Za ku iya fa?i: Wace ?asa Alisson yake wakilta?,Brazil,Argentina,France,? nwere ike ?mata: Olee mba Alisson na-an?chite anya?,Brazil,Argentina,France
How many players are on a basketball team on court?,4,5,6,B,medium,Àw?n ò?èré mélòó ló wà nínú ?gb?? b????lù aláp??r?? ní pápá ì?eré?,4,5,6,'Yan wasa nawa ne ke cikin ?ungiyar ?wallon kwando a filin wasa?,4,5,6,Nd? egwuregwu ole n? n'òtù egwuregwu basketball n'?gb? egwuregwu?,4,5,6
Who is the NBA's all-time leading scorer?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,B,medium,Ta ni ?ni tí ó gba àmì-??y? jùl? ní NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Wanene gwarzon ?an wasan NBA mafi yawan cin kwallaye?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Ònye b? onye kacha enye goolu n'egwuregwu NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan
How many points is a three-pointer worth?,2,3,4,B,medium,Àw?n point mélòó ni iye àw?n point m??ta tó ní?,2,3,4,Maki nawa ne darajar maki uku?,2,3,4,Isi ole ka isi at? bara uru?,2,3,4
Which NBA team has won the most championships?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,B,medium,?gb?? NBA wo ló ti gba àw?n ìdíje tó p?? jùl??,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Wace ?ungiyar NBA ce ta fi lashe gasar zakarun Turai?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Ked? otu NBA meriri ?t?t? as?mpi?,Los Angeles Lakers,Boston Celtics,Chicago Bulls
Who is known as 'The King' in NBA?,Kobe Bryant,LeBron James,Stephen Curry,B,medium,Ta ni a m? si '?ba' ni NBA?,Kobe Bryant,LeBron James,Stephen Curry,Wanene aka fi sani da 'Sarki' a gasar NBA?,Kobe Bryant,LeBron James,Stephen Curry,Ònye ka a maara d? ka 'Eze' na NBA?,Kobe Bryant,LeBron James,Stephen Curry
How many NBA championships did Michael Jordan win?,4,5,6,C,medium,Àw?n ìdíje NBA mélòó ni Michael Jordan gbà?,4,5,6,Nawa gasar NBA ta lashe Michael Jordan?,4,5,6,Ked? as?mpi NBA ole ka Michael Jordan meriri?,4,5,6
What is a 'triple-double' in basketball?,Three 3-pointers,Double figures in 3 stats,30 points,B,medium,Kí ni “triple-double” nínú b????lù aláp??r???,Three 3-pointers,Double figures in 3 stats,30 points,Menene 'sau uku-biyu' a wasan ?wallon kwando?,Three 3-pointers,Double figures in 3 stats,30 points,G?n? b? 'triple-double' na basketball?,Three 3-pointers,Double figures in 3 stats,30 points
Who holds the record for most points in a single NBA game?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,C,medium,Ta ni o ni igbasil? fun ?p?l?p? aw?n aaye ninu ere NBA kan?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Wa ke da tarihin samun mafi yawan maki a wasan NBA guda ?aya?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Ònye nwere ndek? maka ?t?t? akara n'otu egwuregwu NBA?,Kobe Bryant,Michael Jordan,Wilt Chamberlain
How many points did Wilt Chamberlain score in his record game?,81,100,92,B,medium,Àw?n àmì mélòó ni Wilt Chamberlain gba nínú eré r?? tó gbajúm???,81,100,92,Maki nawa Wilt Chamberlain ya ci a wasansa na tarihi?,81,100,92,Isi ole ka Wilt Chamberlain nyere n'egwuregwu ndek? ya?,81,100,92
Which team won the 2023 NBA Championship?,Miami Heat,Denver Nuggets,Boston Celtics,B,medium,?gb?? wo ló gba ìdíje NBA ti ?dún 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Wace ?ungiya ce ta lashe gasar NBA ta 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Ked? otu nd? meriri as?mpi NBA nke af? 2023?,Miami Heat,Denver Nuggets,Boston Celtics
What is the height of an NBA basketball hoop?,10 feet,11 feet,12 feet,A,medium,Kí ni gíga b????lù agb?n NBA?,10 feet,11 feet,12 feet,Menene tsawon wasan ?wallon kwando na NBA?,10 feet,11 feet,12 feet,Kedu ka ogologo b??l? basketball NBA d??,10 feet,11 feet,12 feet
Who is 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,B,medium,Ta ni 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Wanene 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Ònye b? 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic
What does NBA stand for?,National Basketball Association,North American Basketball Association,National Ball Association,A,medium,Kí ni NBA dúró fún?,National Basketball Association,North American Basketball Association,National Ball Association,Menene ma'anar NBA?,National Basketball Association,North American Basketball Association,National Ball Association,Kedu ihe NBA p?tara?,National Basketball Association,North American Basketball Association,National Ball Association
How long is an NBA quarter?,10 minutes,12 minutes,15 minutes,B,medium,Igba melo ni m??dogun NBA kan yoo p? to?,10 minutes,12 minutes,15 minutes,Tsawon wane lokaci ne kwata na NBA?,10 minutes,12 minutes,15 minutes,Ogologo oge ole ka nkeji iri na ise nke NBA d??,10 minutes,12 minutes,15 minutes
Which player has won the most NBA MVP awards?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,B,medium,Èwo ni ó ti gba àmì-??y? NBA MVP jùl??,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Wane ?an wasa ne ya fi lashe kyaututtukan MVP na NBA?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Ked? onye egwuregwu meriri ?t?t? ihe nrite NBA MVP?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James
How many Grand Slam tournaments are there?,3,4,5,B,medium,Àw?n ìdíje Grand Slam mélòó ló wà níb???,3,4,5,Gasar Grand Slam nawa ne ake da su?,3,4,5,As?mpi Grand Slam ole ka d??,3,4,5
Who has won the most Grand Slam titles in men's tennis?,Rafael Nadal,Novak Djokovic,Roger Federer,B,medium,Ta ló ti gba àmì-??y? Grand Slam jùl? nínú t??nìsì àw?n ?kùnrin?,Rafael Nadal,Novak Djokovic,Roger Federer,Wa ya lashe gasar Grand Slam mafi yawa a wasan tennis na maza?,Rafael Nadal,Novak Djokovic,Roger Federer,Ònye meriri ihe nrite Grand Slam kachas? na tenis ?m? nwoke?,Rafael Nadal,Novak Djokovic,Roger Federer
What surface is Wimbledon played on?,Clay,Grass,Hard court,B,medium,Ibo ni Wimbledon ti n ?ere?,Clay,Grass,Hard court,A wane fanni ake buga wasan Wimbledon?,Clay,Grass,Hard court,Kedu ebe a na-egwu egwuregwu Wimbledon?,Clay,Grass,Hard court
Which Grand Slam is played on clay?,US Open,French Open,Australian Open,B,medium,Èwo ni Grand Slam tí w??n ? fi am?? ?e?,US Open,French Open,Australian Open,Wace Grand Slam ake bugawa a kan yumbu?,US Open,French Open,Australian Open,Kedu Grand Slam a na-akp? n'ákwà?,US Open,French Open,Australian Open
What is a 'love' in tennis scoring?,15 points,Zero points,30 points,B,medium,Kí ni “ìf??” nínú ìdíje t??nìsì?,15 points,Zero points,30 points,Menene 'soyayya' a cikin cin kwallaye a wasan tennis?,15 points,Zero points,30 points,G?n? b? '?h?nanya' n'?g? egwuregwu tenis?,15 points,Zero points,30 points
Who is known as 'The King of Clay'?,Roger Federer,Rafael Nadal,Novak Djokovic,B,medium,Ta ni a m? si '?ba Am?'?,Roger Federer,Rafael Nadal,Novak Djokovic,Wanene aka fi sani da 'Sarkin Laka'?,Roger Federer,Rafael Nadal,Novak Djokovic,Ònye ka a maara d?ka 'Eze nke ?r?'?,Roger Federer,Rafael Nadal,Novak Djokovic
How many sets are needed to win a men's Grand Slam match?,2,3,4,B,medium,Àw?n ìpele mélòó ni a nílò láti borí ìdíje Grand Slam fún àw?n ?kùnrin?,2,3,4,Sati nawa ake bu?ata don lashe wasan Grand Slam na maza?,2,3,4,Ego ole ka ach?r? iji merie as?mpi Grand Slam nke ?m? nwoke?,2,3,4
What is a 'deuce' in tennis?,40-40,30-30,15-15,A,medium,Kí ni 'deuce' nínú t??nìsì?,40-40,30-30,15-15,Menene kalmar 'deuce' a cikin wasan tennis?,40-40,30-30,15-15,G?n? b? 'deuce' na tenis?,40-40,30-30,15-15
Where is the Australian Open held?,Sydney,Melbourne,Brisbane,B,medium,Níbo ni w??n ti ? ?e Australian Open?,Sydney,Melbourne,Brisbane,Ina ake gudanar da gasar Australian Open?,Sydney,Melbourne,Brisbane,Ebee ka a na-eme Australian Open?,Sydney,Melbourne,Brisbane
Which female player has the most Grand Slam titles all-time?,Serena Williams,Margaret Court,Steffi Graf,B,medium,Olórin obìnrin wo ló ní àw?n àmì-??y? Grand Slam tó p?? jùl? ní gbogbo ìgbà?,Serena Williams,Margaret Court,Steffi Graf,Wace 'yar wasa mace ce ta fi samun lambobin Grand Slam a kowane lokaci?,Serena Williams,Margaret Court,Steffi Graf,Ked? onye ?kp?kp? nwany? nwere ihe nrite Grand Slam kachas? elu n'oge niile?,Serena Williams,Margaret Court,Steffi Graf
How many players are on a cricket team?,10,11,12,B,medium,Àw?n ò?èré mélòó ló wà nínú ?gb?? cricket?,10,11,12,'Yan wasa nawa ne ke cikin ?ungiyar wasan kurket?,10,11,12,Nd? egwuregwu ole n? n'òtù egwuregwu kriket?,10,11,12
What is a 'century' in cricket?,50 runs,100 runs,150 runs,B,medium,Kí ni '?g??rùn-ún' nínú eré kírík????tì?,50 runs,100 runs,150 runs,Menene '?arni' a wasan kurket?,50 runs,100 runs,150 runs,G?n? b? 'nar? af?' na kriket?,50 runs,100 runs,150 runs
How many balls are in a cricket over?,5,6,8,B,medium,Àw?n b????lù mélòó ló wà nínú cricket?,5,6,8,Kwallaye nawa ne ake samu a wasan kurket?,5,6,8,Ole b??l? d? na kriket?,5,6,8
